"subject_ID" "activity_ID" "activitydesc" "variable" "average"
"96" 1 2 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" -0.533059853773585
"97" 1 2 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.634665082075472
"98" 1 2 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.693930521509434
"99" 1 2 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean()" -0.325961457396226
"100" 1 2 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" -0.182985518264151
"101" 1 2 "WALKING_UPSTAIRS" "fBodyGyro-mean()-X" -0.492611667924528
"102" 1 2 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" -0.319474609056604
"103" 1 2 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" -0.453597213018868
"104" 1 2 "WALKING_UPSTAIRS" "fBodyGyro-std()-X" -0.565892490754717
"105" 1 2 "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" 0.151538905566038
"106" 1 2 "WALKING_UPSTAIRS" "fBodyGyro-std()-Z" -0.57170784
"107" 1 2 "WALKING_UPSTAIRS" "tBodyAcc-mean()-X" 0.255461689622641
"108" 1 2 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0239531492643396
"109" 1 2 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Z" -0.0973020020943396
"110" 1 2 "WALKING_UPSTAIRS" "tBodyAcc-std()-X" -0.35470802509434
"111" 1 2 "WALKING_UPSTAIRS" "tBodyAcc-std()-Y" -0.00232026501698113
"112" 1 2 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.0194792388471698
"113" 1 2 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-X" 0.101372729922642
"114" 1 2 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" 0.0194863076188679
"115" 1 2 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" -0.0455625449113208
"116" 1 2 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" -0.446843887735849
"117" 1 2 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" -0.378274426037736
"118" 1 2 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Z" -0.706593530943396
"119" 1 2 "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean()" -0.466503446226415
"120" 1 2 "WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" -0.478991622075472
"121" 1 2 "WALKING_UPSTAIRS" "tBodyAccMag-mean()" -0.129927630735849
"122" 1 2 "WALKING_UPSTAIRS" "tBodyAccMag-std()" -0.324970929245283
"123" 1 2 "WALKING_UPSTAIRS" "tBodyGyro-mean()-X" 0.050549379754717
"124" 1 2 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Y" -0.166170015088679
"125" 1 2 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" 0.0583595463981132
"126" 1 2 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.544871104528302
"127" 1 2 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" 0.00410518379811321
"128" 1 2 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.50716867490566
"129" 1 2 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.122232768011321
"130" 1 2 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0421485884509434
"131" 1 2 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0407125527654717
"132" 1 2 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.614786508490566
"133" 1 2 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.601696656226415
"134" 1 2 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.606332002264151
"135" 1 2 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.59488286509434
"136" 1 2 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.648553044339623
"137" 1 2 "WALKING_UPSTAIRS" "tBodyGyroMag-mean()" -0.126735589969811
"138" 1 2 "WALKING_UPSTAIRS" "tBodyGyroMag-std()" -0.14861931805283
"139" 1 2 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.89335109754717
"140" 1 2 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.362153364339623
"141" 1 2 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Z" -0.075402939754717
"142" 1 2 "WALKING_UPSTAIRS" "tGravityAcc-std()-X" -0.956367027924528
"143" 1 2 "WALKING_UPSTAIRS" "tGravityAcc-std()-Y" -0.952849233207547
"144" 1 2 "WALKING_UPSTAIRS" "tGravityAcc-std()-Z" -0.912379410377358
"145" 1 2 "WALKING_UPSTAIRS" "tGravityAccMag-mean()" -0.129927630735849
"146" 1 2 "WALKING_UPSTAIRS" "tGravityAccMag-std()" -0.324970929245283
"147" 1 3 "WALKING_DOWNSTAIRS" "angle(tBodyAccJerkMean),gravityMean)" 0.0899316865510204
"148" 1 3 "WALKING_DOWNSTAIRS" "angle(tBodyAccMean,gravity)" -0.00269512515918367
"149" 1 3 "WALKING_DOWNSTAIRS" "angle(tBodyGyroJerkMean,gravityMean)" -0.0399768458163265
"150" 1 3 "WALKING_DOWNSTAIRS" "angle(tBodyGyroMean,gravityMean)" 0.0633382849183673
"151" 1 3 "WALKING_DOWNSTAIRS" "angle(X,gravityMean)" -0.744483753469388
"152" 1 3 "WALKING_DOWNSTAIRS" "angle(Y,gravityMean)" 0.267245784693878
"153" 1 3 "WALKING_DOWNSTAIRS" "angle(Z,gravityMean)" 0.0650047072244898
"154" 1 3 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" 0.0382291831510204
"155" 1 3 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" 0.00154990783591837
"156" 1 3 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.225574471693878
"157" 1 3 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" 0.0243308391387755
"158" 1 3 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.112963739953061
"159" 1 3 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.297927894693878
"160" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.0276638676122449
"161" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Y" -0.12866715764898
"162" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Z" -0.288334735714286
"163" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.0863278966402041
"164" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.134580008877551
"165" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.401721464285714
"166" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccMag-mean()" 0.0965845343040816
"167" 1 3 "WALKING_DOWNSTAIRS" "fBodyAccMag-std()" -0.186530301073469
"168" 1 3 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean()" 0.0262184949326531
"169" 1 3 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-std()" -0.104052260726531
"170" 1 3 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.281963359177551
"171" 1 3 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.391919876612245
"172" 1 3 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean()" -0.185720285744898
"173" 1 3 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-std()" -0.398350390122449
"174" 1 3 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-X" -0.352449631363265
"175" 1 3 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Y" -0.0557022524693878
"176" 1 3 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Z" -0.0318694271979592
"177" 1 3 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-X" -0.495422486102041
"178" 1 3 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Y" -0.181414728657143
"179" 1 3 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Z" -0.238443565306122
"180" 1 3 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.289188320408163
"181" 1 3 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.00991850461020408
"182" 1 3 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" -0.107566190908163
"183" 1 3 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" 0.0300353383483878
"184" 1 3 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" -0.0319359434489796
"185" 1 3 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.230434213204082
"186" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" 0.0541553164897959
"187" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" 0.0296504490408163
"188" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" -0.0109719730183673
"189" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" -0.012283860544898
"190" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" -0.101601390640816
"191" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" -0.345735032326531
"192" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" -0.0894474807979592
"193" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" -0.0257877197081633
"194" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" 0.0271882914106122
"195" 1 3 "WALKING_DOWNSTAIRS" "tBodyAccMag-std()" 0.0198843506265306
"196" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.0350781902989796
"197" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.0909371290204082
"198" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0900850142030612
"199" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.458030542938775
"200" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.126349194938775
"201" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.124702454242857
"202" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.0739592036271429
"203" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0439902783367347
"204" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0270461061061224
"205" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.487027342244898
"206" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.238824827530612
"207" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.268761480242857
"208" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.295463843346939
"209" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" -0.306510645530612
"210" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" -0.0757412543673469
"211" 1 3 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.225724368061224
"212" 1 3 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.931874418979592
"213" 1 3 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.266610338979592
"214" 1 3 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" -0.0621199585938775
"215" 1 3 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" -0.950559811632653
"216" 1 3 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" -0.937018658979592
"217" 1 3 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" -0.895939695102041
"218" 1 3 "WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" 0.0271882914106122
"219" 1 3 "WALKING_DOWNSTAIRS" "tGravityAccMag-std()" 0.0198843506265306
"220" 1 4 "SITTING" "angle(tBodyAccJerkMean),gravityMean)" 0.0297097878297872
"221" 1 4 "SITTING" "angle(tBodyAccMean,gravity)" 0.0274415479191489
"222" 1 4 "SITTING" "angle(tBodyGyroJerkMean,gravityMean)" -0.064881619087234
"223" 1 4 "SITTING" "angle(tBodyGyroMean,gravityMean)" 0.0676981338723404
"224" 1 4 "SITTING" "angle(X,gravityMean)" -0.591247480212766
"225" 1 4 "SITTING" "angle(Y,gravityMean)" -0.0604660253808511
"226" 1 4 "SITTING" "angle(Z,gravityMean)" -0.218017225106383
"227" 1 4 "SITTING" "fBodyAcc-mean()-X" -0.979641238723404
"228" 1 4 "SITTING" "fBodyAcc-mean()-Y" -0.944084550425532
"229" 1 4 "SITTING" "fBodyAcc-mean()-Z" -0.959184889148936
"230" 1 4 "SITTING" "fBodyAcc-std()-X" -0.976412313191489
"231" 1 4 "SITTING" "fBodyAcc-std()-Y" -0.917275006382979
"232" 1 4 "SITTING" "fBodyAcc-std()-Z" -0.934469558085106
"233" 1 4 "SITTING" "fBodyAccJerk-mean()-X" -0.986597022553191
"234" 1 4 "SITTING" "fBodyAccJerk-mean()-Y" -0.981579467021277
"235" 1 4 "SITTING" "fBodyAccJerk-mean()-Z" -0.986053092340425
"236" 1 4 "SITTING" "fBodyAccJerk-std()-X" -0.987492994468085
"237" 1 4 "SITTING" "fBodyAccJerk-std()-Y" -0.982513909574468
"238" 1 4 "SITTING" "fBodyAccJerk-std()-Z" -0.988339184893617
"239" 1 4 "SITTING" "fBodyAccMag-mean()" -0.947782922553192
"240" 1 4 "SITTING" "fBodyAccMag-std()" -0.928444801702128
"241" 1 4 "SITTING" "fBodyBodyAccJerkMag-mean()" -0.985262126808511
"242" 1 4 "SITTING" "fBodyBodyAccJerkMag-std()" -0.981606177446808
"243" 1 4 "SITTING" "fBodyBodyGyroJerkMag-mean()" -0.989797547234043
"244" 1 4 "SITTING" "fBodyBodyGyroJerkMag-std()" -0.987049617234043
"245" 1 4 "SITTING" "fBodyBodyGyroMag-mean()" -0.958435589361702
"246" 1 4 "SITTING" "fBodyBodyGyroMag-std()" -0.932198374893617
"247" 1 4 "SITTING" "fBodyGyro-mean()-X" -0.976161464042553
"248" 1 4 "SITTING" "fBodyGyro-mean()-Y" -0.975838585319149
"249" 1 4 "SITTING" "fBodyGyro-mean()-Z" -0.951315544468085
"250" 1 4 "SITTING" "fBodyGyro-std()-X" -0.977904227021277
"251" 1 4 "SITTING" "fBodyGyro-std()-Y" -0.962345042553192
"252" 1 4 "SITTING" "fBodyGyro-std()-Z" -0.94391784106383
"253" 1 4 "SITTING" "tBodyAcc-mean()-X" 0.261237565425532
"254" 1 4 "SITTING" "tBodyAcc-mean()-Y" -0.00130828765170213
"255" 1 4 "SITTING" "tBodyAcc-mean()-Z" -0.104544182255319
"256" 1 4 "SITTING" "tBodyAcc-std()-X" -0.977229008297872
"257" 1 4 "SITTING" "tBodyAcc-std()-Y" -0.922618641914894
"258" 1 4 "SITTING" "tBodyAcc-std()-Z" -0.93958629106383
"259" 1 4 "SITTING" "tBodyAccJerk-mean()-X" 0.0774825199574468
"260" 1 4 "SITTING" "tBodyAccJerk-mean()-Y" -0.000619102785106384
"261" 1 4 "SITTING" "tBodyAccJerk-mean()-Z" -0.00336779235021277
"262" 1 4 "SITTING" "tBodyAccJerk-std()-X" -0.986430711276596
"263" 1 4 "SITTING" "tBodyAccJerk-std()-Y" -0.981371965319149
"264" 1 4 "SITTING" "tBodyAccJerk-std()-Z" -0.987910804468085
"265" 1 4 "SITTING" "tBodyAccJerkMag-mean()" -0.987364195531915
"266" 1 4 "SITTING" "tBodyAccJerkMag-std()" -0.984120024042553
"267" 1 4 "SITTING" "tBodyAccMag-mean()" -0.948536786170213
"268" 1 4 "SITTING" "tBodyAccMag-std()" -0.927078418723404
"269" 1 4 "SITTING" "tBodyGyro-mean()-X" -0.045350056512766
"270" 1 4 "SITTING" "tBodyGyro-mean()-Y" -0.0919241549361702
"271" 1 4 "SITTING" "tBodyGyro-mean()-Z" 0.0629313811914894
"272" 1 4 "SITTING" "tBodyGyro-std()-X" -0.977211283191489
"273" 1 4 "SITTING" "tBodyGyro-std()-Y" -0.966473895319149
"274" 1 4 "SITTING" "tBodyGyro-std()-Z" -0.941425920851064
"275" 1 4 "SITTING" "tBodyGyroJerk-mean()-X" -0.0936793807234043
"276" 1 4 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0402118124255319
"277" 1 4 "SITTING" "tBodyGyroJerk-mean()-Z" -0.046702627
"278" 1 4 "SITTING" "tBodyGyroJerk-std()-X" -0.99173159212766
"279" 1 4 "SITTING" "tBodyGyroJerk-std()-Y" -0.989518068510638
"280" 1 4 "SITTING" "tBodyGyroJerk-std()-Z" -0.987935806382979
"281" 1 4 "SITTING" "tBodyGyroJerkMag-mean()" -0.991976341276596
"282" 1 4 "SITTING" "tBodyGyroJerkMag-std()" -0.988308728510638
"283" 1 4 "SITTING" "tBodyGyroMag-mean()" -0.93089249
"284" 1 4 "SITTING" "tBodyGyroMag-std()" -0.934531840425532
"285" 1 4 "SITTING" "tGravityAcc-mean()-X" 0.831509933404255
"286" 1 4 "SITTING" "tGravityAcc-mean()-Y" 0.204411592680851
"287" 1 4 "SITTING" "tGravityAcc-mean()-Z" 0.332043702765957
"288" 1 4 "SITTING" "tGravityAcc-std()-X" -0.968457145744681
"289" 1 4 "SITTING" "tGravityAcc-std()-Y" -0.935517055957447
"290" 1 4 "SITTING" "tGravityAcc-std()-Z" -0.949040933191489
"291" 1 4 "SITTING" "tGravityAccMag-mean()" -0.948536786170213
"292" 1 4 "SITTING" "tGravityAccMag-std()" -0.927078418723404
"293" 1 5 "STANDING" "angle(tBodyAccJerkMean),gravityMean)" 0.021963782690566
"294" 1 5 "STANDING" "angle(tBodyAccMean,gravity)" -0.000222340747169812
"295" 1 5 "STANDING" "angle(tBodyGyroJerkMean,gravityMean)" -0.0279229321962264
"296" 1 5 "STANDING" "angle(tBodyGyroMean,gravityMean)" -0.0337938382037736
"297" 1 5 "STANDING" "angle(X,gravityMean)" -0.743407887924528
"298" 1 5 "STANDING" "angle(Y,gravityMean)" 0.270175032830189
"299" 1 5 "STANDING" "angle(Z,gravityMean)" 0.0122528503773585
"300" 1 5 "STANDING" "fBodyAcc-mean()-X" -0.995249932641509
"301" 1 5 "STANDING" "fBodyAcc-mean()-Y" -0.977070847735849
"302" 1 5 "STANDING" "fBodyAcc-mean()-Z" -0.985297098679245
"303" 1 5 "STANDING" "fBodyAcc-std()-X" -0.99602834509434
"304" 1 5 "STANDING" "fBodyAcc-std()-Y" -0.972293102075472
"305" 1 5 "STANDING" "fBodyAcc-std()-Z" -0.977937259622642
"306" 1 5 "STANDING" "fBodyAccJerk-mean()-X" -0.994630797358491
"307" 1 5 "STANDING" "fBodyAccJerk-mean()-Y" -0.985418704528302
"308" 1 5 "STANDING" "fBodyAccJerk-mean()-Z" -0.990752166037736
"309" 1 5 "STANDING" "fBodyAccJerk-std()-X" -0.995073759245283
"310" 1 5 "STANDING" "fBodyAccJerk-std()-Y" -0.987018226792453
"311" 1 5 "STANDING" "fBodyAccJerk-std()-Z" -0.992349818113208
"312" 1 5 "STANDING" "fBodyAccMag-mean()" -0.985356361132075
"313" 1 5 "STANDING" "fBodyAccMag-std()" -0.982313804716981
"314" 1 5 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.99254247754717
"315" 1 5 "STANDING" "fBodyBodyAccJerkMag-std()" -0.992536003396226
